item_id,music_tempo,audio_category,count,height,width,brightness,dif_brightness,E_1D,dif_E_1D,E_2D,dif_E_2D,contrast,dif_contrast,laplace_var,dif_laplace_var,color_cast,dif_color_cast,hue,dif_hue,saturation,dif_saturation,value,dif_value
543,132.5120192,Speech,1002,1024,576,91.93152719,0.066360474,,,12.41777892,0.000193278,38.16301432,-0.031455379,5202.686844,8.11409988,1.875133726,0.003304232,113.0208333,0.127441406,112.2552083,0.17985026,114.0208333,0.196777344
656,129.1992188,Music,1118,1024,576,133.8670159,0.054588035,,,11.15645307,0.001165788,21.81522801,-0.129218159,1335.746195,-96.15212723,1.505558305,0.002000718,116.15625,-0.016203704,115.296875,-0.015625,115.1302083,-0.003327546
539,147.65625,Speech,998,1024,576,165.7343898,-0.245193481,,,12.10963486,-0.001523427,76.74789704,-0.110661063,9548.485906,54.9137391,0.787528983,0.013367808,92.546875,0.140299479,90.86458333,0.04296875,91.21354167,0.073079427
904,129.1992188,Others,1675,1024,576,123.4503877,-0.022292149,,,11.73107418,-0.014324352,29.252257,-0.529735136,1942.94246,-209.9715021,2.055734298,0.025682458,65.29166667,-0.463927469,65.38541667,-0.483603395,65.44270833,-0.44849537
195,129.1992188,Speech,1095,1024,576,135.2064842,0.509128534,,,12.02140208,-0.009378218,80.9987376,-0.08011209,8039.492538,-154.312295,0.513478102,0.003955728,87.72395833,0.111755952,86.19270833,0.116369048,85.58333333,-0.010863095
894,161.4990234,Music,1244,576,922,91.4560121,2.619554924,,,10.94978544,0.014617075,69.06789013,-0.086607492,13149.58201,-237.6154588,2.708095969,0.036055569,94.89393939,-0.1375,99.28787879,-0.164015152,99.34848485,-0.376515152
869,109.9567819,Music,1165,1024,576,106.1612013,-0.071548599,,,12.38500293,0.00016852,67.14910924,0.238517666,3464.488825,-95.11917467,1.193024867,-0.00529153,87.65625,-0.163147523,87.07291667,-0.25365991,88.69270833,-0.598113739
269,101.3327206,Music,4039,576,1024,190.443338,-0.088945019,,,8.79571953,-0.013089188,30.87426808,-0.014916813,7297.543444,16.88351392,0.371316225,-0.003104751,107.55,-0.14235589,106.3666667,-0.14085213,105.8,-0.101879699
769,120.1853198,Music,1023,1024,576,166.3928653,-0.137059067,,,12.27748306,-0.000579484,67.13303337,0.027850883,6583.758774,12.8198847,1.018623874,-0.000520803,90.65104167,0.114583333,89.50520833,0.109375,88.47395833,0.084280303
278,129.1992188,Music,297,1024,576,113.5532407,-5.918029785,,,5.418466033,-0.877239797,118.7561214,7.350412139,11765.65336,555.0024353,0.453656101,0.004785756,47.77604167,-3.993489583,44.515625,-4.602213542,45.89583333,-4.320963542
205,101.3327206,Speech,994,1024,576,95.34628018,0.087498983,7.557208,,12.41781767,0.000492202,58.95166474,0.028361481,20206.52352,14.52011241,0.534800122,-0.004463888,73.04166667,-0.263834635,73.89583333,-0.204915365,72.9375,-0.217285156
447,147.65625,Others,1703,576,1024,135.6959356,1.249886364,,,10.88293226,9.47E-05,48.85393887,-0.175922983,11925.66406,33.7414553,2.858609502,0.012208614,97.16666667,-0.061818182,98.35,0.091515152,100.7666667,0.049393939
1043,139.6748311,Speech,927,1024,576,61.87353516,-1.110935255,,,9.248903468,0.004898104,60.4701313,-0.656970074,19505.25846,140.0338056,0.481728107,-0.008433974,64.71354167,-0.747306034,62.234375,-0.669360632,65.96875,-0.254489943
1171,109.9567819,Music,9143,576,1024,121.3461349,0.008809475,,,10.86300275,-2.67E-05,66.42242723,-0.012181553,11328.39822,-44.61995767,0.792255738,-0.0004744,77.4,-0.018591859,77.33333333,-0.017381738,81.11666667,-0.008525853
1082,123.046875,Music,893,1024,576,59.24402838,-1.286952427,,,8.559705497,-0.130489845,39.19966577,-0.100993842,332.0734557,-145.3946042,1.866305494,0.044386972,126.4114583,1.461123512,126.3125,1.508184524,127.4427083,1.452938988
227,120.1853198,Speech,1203,576,1024,82.10135417,-0.232451923,,,0,-0.144488045,62.80038267,0.516732876,12424.20831,-243.3312644,0.947806522,0.009043473,0,-0.002564103,0,-0.002564103,0,-0.002991453
829,147.65625,Music,1732,576,1024,98.7645742,-0.908165923,,,10.6599545,-0.003581638,19.33121259,-0.453633568,1669.433462,-68.30800434,1.479183823,0.017639599,51.81666667,-0.57827381,53.73333333,-0.532738095,51.96666667,-0.59375
1499,117.4538352,Music,966,1024,576,58.69670105,0.001212828,,,11.55718118,-0.001798389,19.33121259,,1669.433462,,1.479183823,,12.25520833,-0.004704301,12.19791667,-0.00453629,11.828125,-0.007728495
1447,99.38401442,Speech,1349,576,776,125.1150932,-2.443146243,,,11.04100924,0.027900775,68.71076526,-0.430124174,30839.81114,194.0668762,0.772861961,0.006666325,82.38461538,-0.776088253,77.70512821,-0.887596899,69.16666667,-1.028920692
1421,135.9991776,Music,1107,1024,576,181.868467,-0.280696615,,,11.0795881,0.082539833,62.22663543,0.686912497,21611.62302,213.8007621,0.490402772,-0.000458343,66.56770833,-0.221577381,68.41145833,-0.16547619,66.984375,-0.263839286
1078,129.1992188,Music,2966,576,768,86.75531856,1.000023864,,,11.29653802,0.084503035,66.35924242,0.028873154,23556.57907,71.05643795,0.173476928,-0.004322623,85.03703704,0.876670485,86.54320988,0.89219804,85.08641975,0.877179585
1302,139.6748311,Speech,920,1024,576,77.14197591,-0.543473869,,,12.48704779,0.000268131,39.93470714,-0.635645865,8292.959571,-124.8142594,3.713339031,0.0930332,128.3645833,2.502873563,129.8072917,2.651400862,136.484375,2.945941092
627,117.4538352,Speech,1542,1024,576,138.2920592,0.065820313,,,12.141991,0.001229184,62.81258772,0.053126669,8259.464812,-12.74058263,0.361497925,-0.000439515,96.65104167,-0.061041667,95.70833333,-0.078958333,97.81770833,-0.06875
1309,123.046875,Music,1394,1024,576,159.5135763,-0.085358796,,,12.29173449,0.005394312,56.1688724,0.111730016,9547.864105,42.36266299,0.725929036,0.001725424,95.55729167,-0.167592593,94.31770833,-0.202777778,92.671875,-0.254976852
900,73.828125,Music,754,768,576,50.91526042,-3.443495009,,,11.43100741,0.054234667,62.45183577,-1.425367241,10473.22321,153.9485261,0.750173458,0.011312168,104.875,2.817997685,104.7569444,2.766493056,107.4027778,2.825231481
78,90.66611842,Music,1412,1024,576,134.6245983,0.417540619,6.646014,,10.63583738,-0.039988436,91.34753435,0.453510506,11969.97974,18.39383935,0.597391789,0.006395777,89.16666667,-1.022078804,87.68229167,-1.000905797,88.875,-0.929574275
54,129.1992188,Speech,1098,576,1024,136.0801071,-0.749464286,,,10.85740125,0.002623568,72.60816139,0.735200448,15863.37458,30.16473326,1.001688348,-0.035107111,64.36666667,-0.373333333,64.6,-0.350952381,64.75,-0.31
327,86.1328125,Music,1210,576,1036,129.2948958,-0.824252137,,,10.80869824,0.015167439,26.29261172,-0.027218595,6381.929551,114.3454508,6.897597105,0.148881149,165.1166667,1.511538462,164.85,1.514957265,165.5,1.565384615
308,93.96306818,Speech,1335,1024,576,122.2506954,-0.220226199,,,12.17109113,-0.003259748,57.86999573,0.145286935,4579.073349,-74.33879999,0.268410529,0.000147917,89.515625,0.239704457,91.38020833,0.283430233,92.60416667,0.315043605
498,132.5120192,Music,1080,576,1024,107.094213,0.207321429,,,10.83161491,0.000308852,60.74040905,-0.001977818,4776.630696,-204.4011721,1.432832744,0.009590769,45.46666667,-0.839047619,47.03333333,-0.757142857,46.61666667,-0.695238095
452,107.6660156,Speech,904,1024,576,127.2566298,0.681578888,,,12.2313441,-0.005789671,88.43821162,0.501010672,10465.34141,154.8030736,0.573797741,-0.003019862,73.546875,-0.015086207,70.72916667,-0.102191092,69.5,-0.212643678
1418,114.84375,Speech,874,576,1024,103.4487608,0.044754464,,,10.84034141,0.000269535,46.20103573,-0.424250521,5498.329583,-83.80081752,0.766797034,0.010627481,74.03333333,-0.978571429,65.03333333,-1.308928571,75.55,-0.88452381
1502,120.1853198,Speech,1670,1024,576,73.78618312,0.304738739,,,11.01150484,-0.025410252,66.32014523,0.003384548,1380.546101,-108.8338868,0.637907182,-0.014360524,111.0572917,0.555941358,110.9166667,0.545138889,110.3541667,0.546006944
1570,90.66611842,Music,1021,576,1024,187.2333793,-0.799542298,,,10.81059171,0.013912494,81.17039262,0.552204356,23593.23481,-696.0780562,0.634922601,0.005019447,105.35,0.094949495,102.5,-0.007575758,106.7833333,-0.191919192
1159,103.359375,Music,1869,576,824,108.5660148,-0.835758197,,,11.06221342,-0.001346029,29.19685313,-0.264219925,3217.073498,-106.9374261,1.266195596,0.004607445,85.70666667,-0.180546448,83.29333333,-0.134863388,84.50666667,-0.090491803
873,90.66611842,Speech,913,1016,576,166.7830798,0.105592045,,,12.13408518,0.014976214,33.59631872,-1.302363611,4051.748627,-76.15217985,0.479441447,-0.014606096,100.8518519,-0.570333881,100.2063492,-0.547710272,102.5873016,-0.41543514
863,95.703125,Speech,1669,576,1024,107.8666288,-2.113937114,,,3.091491017,-0.139508088,40.5093265,-0.801858057,14673.03917,-14.58615535,3.883335869,0.036267276,0,-2.391358025,0,-2.388888889,0,-2.375925926
1505,129.1992188,Speech,1151,1024,576,102.4036715,0.00230064,,,12.4132131,0.000194984,50.86713736,-0.067528725,9198.163489,-47.99576396,1.308570137,0.008806549,70.67708333,-0.068130631,69.8125,0.004363739,72.54166667,-0.160191441
131,120.1853198,Music,1454,1024,576,109.1238098,0.09087572,,,12.42880139,0.00113052,66.72660874,-0.066063539,7782.079019,1.268607972,0.957699207,-0.002855617,89.06770833,0.107491135,91.265625,0.178634752,92.80208333,0.210217199
1659,132.5120192,Music,1409,1024,576,154.5894545,-3.606637008,,,6.469601222,-0.126023155,52.86617121,0.351760753,6467.879569,-9.087064127,1.902420927,0.036198084,0,-2.125578704,0,-2.143287037,0,-2.153819444
1118,123.046875,Speech,12807,576,768,139.1507863,0.076958061,,,11.31670185,0.000488492,56.6905469,-0.05932484,19452.04174,21.79212007,0.344918379,-0.001104737,95,0.009005084,95.83950617,0.021466957,97.35802469,0.035381264
649,184.5703125,Speech,1795,1024,576,110.332914,-0.015804598,7.459509,,12.44074541,-0.000572225,76.31371201,0.020239392,13762.01655,-60.91195595,1.707531562,-1.46E-05,113.328125,-0.005747126,110.515625,-0.066091954,112.359375,-0.042385057
1479,109.9567819,Music,1246,1024,576,182.9243601,-0.537125651,,,11.64301327,-0.001743696,47.20408308,0.241926739,14275.72152,138.5228438,2.44025899,0.01350145,114.5520833,-0.108854167,114.6041667,-0.078776042,114.796875,-0.13203125
42,105.46875,Speech,1263,1024,576,19.65113467,-0.022107628,,,9.01117913,-0.004521193,29.3684089,-0.086582491,1177.478042,-56.95605396,0.740081204,-0.001517874,51.61458333,-0.23335874,52.52083333,-0.271849593,39.75,-0.490726626
556,105.46875,Speech,1066,1024,576,129.4190197,1.147331687,,,12.35002038,-0.002699038,56.79459293,0.090140483,7330.58729,41.16271426,1.137466244,0.017298173,69.58854167,-0.04932598,68.14583333,-0.104166667,68.53125,-0.021905637
260,83.35433468,Speech,1139,1024,576,62.02145798,1.173710576,,,5.983777783,-0.01790921,74.5256474,1.075682227,7198.94874,26.97270186,0.802831092,0.006697859,75.03125,1.793113426,73.97395833,1.761574074,74.06770833,1.764467593
1022,126.0480183,Others,1447,576,824,126.5859896,-1.837757092,,,10.38545092,-0.015853796,39.54696701,0.151425687,576.5837457,-93.48118942,0.927976276,0.002340823,2.08,-2.081702128,2.146666667,-2.045390071,2.28,-2.011914894
274,47.8515625,Music,307,768,576,79.02011719,19.55454282,,,11.86854595,1.236970648,57.26855633,2.89194256,2837.599858,-262.0965418,0.506812917,-0.020835033,140.9791667,15.66435185,140.4027778,15.60030864,142.6805556,15.85339506
571,126.0480183,Speech,1370,1024,576,200.481156,1.048262163,,,11.82399942,-0.002036299,49.95652649,-0.596876135,15264.87605,-289.5143924,0.468874666,-0.003329869,116.7239583,0.482244318,116.8541667,0.493963068,117.0625,0.465198864
1006,103.359375,Music,1532,1024,576,118.7839786,-0.196149089,7.9185085,,12.56323239,0.002323162,72.03162579,0.313315028,35629.91594,556.8151675,0.239829473,-0.020770621,83.47916667,-0.214895833,84.578125,-0.190833333,86.16666667,-0.218854167
893,126.0480183,Music,1660,1024,576,96.90590672,0.092188706,,,12.4626951,0.001175243,57.57064342,0.114056483,10690.74707,60.90534202,1.04861939,-0.009031885,63.65625,0.203414352,63.47916667,0.223186728,61.53125,0.198109568
1682,126.0480183,Speech,1472,1024,576,90.20015213,0.851677789,7.7207127,,12.40778109,0.010763621,71.56401698,0.224130613,11683.20755,-40.72083403,1.098919515,0.016623558,83.171875,-0.096571181,82.265625,-0.092773438,84.58854167,-0.042209201
454,120.1853198,Music,902,1024,576,123.1026313,-0.826907103,,,12.52315026,0.002432215,53.92246382,0.161527162,11179.83611,186.4107414,0.850214856,-0.024291242,75.34375,-0.782147989,75.88020833,-0.798132184,78.65625,-0.69683908
913,178.205819,Speech,1493,1024,576,76.46721872,0.00430976,,,12.06082725,0.000321797,43.82760021,-0.004807924,13716.31695,-18.43969513,0.790819681,-0.000186467,118.3385417,-0.079101563,118.7447917,-0.039171007,120.375,0.041232639
402,123.046875,Speech,1235,1024,576,109.4853754,0.092378743,,,12.47890977,-9.46E-05,48.43019925,0.032101129,7131.15554,-5.909319234,0.555121978,0.001800019,93.11458333,0.471484375,92.20833333,0.466796875,92.77083333,0.434505208
1381,105.46875,Music,1046,1024,576,88.72625613,-0.061419863,,,12.09793229,-0.003724947,56.19218232,0.241930201,4651.819562,15.87376381,1.121464133,-0.003655637,57.78645833,-0.237689394,58.16145833,-0.088699495,60.28645833,0.013888889
499,90.66611842,Music,1135,1024,576,88.02454603,0.299524378,,,12.4199347,0.0008415,43.23176318,-0.076747455,4053.453974,-44.90109052,1.747944358,-0.000731779,63.76041667,-0.849392361,64.46875,-0.827256944,70.53125,-0.661892361
592,109.9567819,Speech,911,1024,576,100.0629123,-0.255354256,,,11.80485507,-0.018287256,69.51406899,0.245786652,2777.656753,-9.807553641,1.02519362,6.75E-05,75.68229167,0.069324713,76.25,0.082974138,77.19791667,0.114224138
1522,161.4990234,Music,2026,480,854,121.6283815,0.000899621,,,10.88397393,0.000100654,56.49787437,-0.003836026,11865.22082,17.33683078,0.884483087,0.001006751,96.01666667,-0.189646465,97.96666667,-0.193939394,105.9666667,-0.100505051
1387,117.4538352,Music,1704,1024,576,120.4615624,0.201257694,,,12.52538582,-9.10E-05,62.7335844,-0.017269205,10814.06166,-30.67530213,1.009143374,0.000606804,71.40625,-0.139488636,71.97395833,-0.047159091,70.9375,-0.030397727
1014,126.0480183,Music,1045,1024,576,111.5993509,0.133937027,,,12.53792156,0.003284649,57.97745566,-0.193429396,12210.69525,161.6596704,0.741516088,-0.008262276,80.26041667,-0.725694444,78.96354167,-0.763415404,77.171875,-0.902935606
821,132.5120192,Music,1072,1024,576,89.30977958,0.18702608,,,12.38780759,0.000809172,74.45014909,0.207968995,8554.951986,-29.19828565,0.98607879,0.001155309,85.25520833,-0.750919118,89.1875,-0.640625,102.2552083,-0.261029412
1117,90.66611842,Speech,6732,1024,576,58.69957624,0.061292799,,,7.063623032,-0.001370146,62.21875212,0.072388982,3288.613024,-25.43956286,0.78521993,0.002316631,68.64583333,0.111406951,49.09895833,0.040709081,70.95833333,0.15762799
1004,95.703125,Music,1214,1024,576,132.0707804,-0.360923311,,,12.34807359,0.008149729,53.39552709,-0.138036199,6878.860109,-5.4627549,1.290003072,-0.01375911,106.8854167,-0.401709402,106.609375,-0.402644231,107.390625,-0.391426282
736,151.9990809,Speech,1423,1024,576,116.2732124,-0.493079144,,,11.87845614,-0.009076745,75.2034481,-0.038203122,2459.24306,-319.7222608,1.195636716,-0.00086914,106.1770833,-0.111526268,107.0416667,-0.075181159,103.6770833,-0.223618659
489,120.1853198,Speech,1771,1024,576,111.6933649,0.46565194,,,12.40482298,-0.000589281,61.08138495,-0.032592735,6451.391502,42.45284806,1.199213786,0.000832818,72.24479167,-0.379579741,70.55729167,-0.388739224,71.15104167,-0.352819684
43,99.38401442,Music,1704,1024,576,111.2906378,-0.083765388,,,12.35820212,-0.001520892,60.46455525,0.171447895,4052.294311,-25.21356013,1.267642285,-0.017194028,75.92708333,0.170833333,75.18229167,0.191666667,72.81770833,0.103030303
1484,147.65625,Speech,1356,1024,576,10.08263889,-0.330237186,,,2.166803214,-0.070350053,22.37645409,-0.742143378,2288.032709,-419.1678431,0.339841743,-0.004792781,0,-0.068181818,0,-0.058120265,0,-0.000355114
1251,129.1992188,Music,1059,576,1024,67.88002976,0.264859069,,,10.82744824,-0.000578653,59.50734701,0.071203266,2959.227274,-43.1536898,0.872901418,0.003909939,45.86666667,0.342156863,45.21666667,0.310294118,48.15,-0.162254902
1669,123.046875,Music,1617,1024,576,107.0730549,-0.991038787,,,12.30554905,0.00268311,67.46881922,0.065138327,6979.648664,-178.9610719,0.772319188,-0.005642326,113.421875,0.632211538,113.0989583,0.685396635,113.203125,0.682892628
1202,129.1992188,Music,933,1024,576,100.6455131,-4.838297526,,,11.27541442,-0.024315799,27.07314611,-1.08900782,1501.692485,-247.393781,2.171107881,0.035202918,82.84895833,-1.015451389,82.375,-0.9765625,83.33854167,-0.835590278
148,151.9990809,Speech,1741,1024,576,26.72001841,-0.025422035,,,9.800083769,-0.002509659,46.24351756,-0.026934314,8788.369157,-29.86356343,0.724047116,-0.0007458,120.8333333,-0.035087719,120.4166667,-0.026681287,123.4635417,0.042763158
353,139.6748311,Speech,817,1024,576,102.8394097,2.327530298,,,12.44429579,0.017560032,76.63941177,0.726964721,5189.81054,19.55483654,0.622158741,0.01113356,69.4375,-0.396834936,70.24479167,-0.237780449,68.96354167,-0.289262821
1622,101.3327206,Speech,927,1024,576,132.7600043,0.551275144,,,12.4865994,0.002340931,44.81979998,-0.77564778,5963.596897,-138.7132331,2.124785623,0.04431663,85.23958333,-1.458872126,85.55729167,-1.282866379,87.58333333,-1.052981322
947,161.4990234,Speech,1560,1024,576,106.6673615,0.192031761,,,12.42070644,-0.001075725,38.77434672,-0.301367757,4161.813209,-95.37206065,1.987823799,0.01255592,78.35416667,-0.258374183,78.21875,-0.274203431,77.078125,-0.240196078
222,139.6748311,Speech,1755,1024,576,122.4243304,0.003820587,,,12.33525257,0.000641381,46.01028579,0.014428757,3653.705621,-24.21375228,1.281402191,0.002663816,80.59895833,0.037646199,79.43229167,0.060672515,83.01041667,0.061494883
1025,114.84375,Speech,1373,1024,576,145.7815357,0.834542939,,,12.33875306,0.000650767,51.1961975,-0.499492246,7851.973605,-68.84918175,1.118240116,0.002501298,68.40625,-0.179924242,69.30729167,-0.186316288,69.27083333,-0.203361742
333,143.5546875,Speech,936,1024,576,133.5515636,4.639035373,,,12.52851817,0.338795055,53.0323441,-0.134337055,11845.28638,-154.4136829,0.78503049,0.003113513,69.765625,2.325520833,68.38541667,2.279513889,71.15625,2.371875
1674,126.0480183,Speech,1375,1024,576,107.2117694,0.129120798,7.372992,,11.63862926,-0.015545465,69.8551083,0.375570613,4921.144497,-27.24029441,1.320784033,-0.022324781,105.8020833,0.469815341,105.296875,0.500828598,104.0208333,0.4921875
1515,83.35433468,Speech,1778,854,480,52.49838895,-0.503628435,,,10.57673237,-0.015020555,16.71675557,-0.65791173,241.707133,-64.28957585,0.66676649,-0.000292973,60.234375,-0.527478448,65.66145833,-0.48751796,63.75520833,-0.536458333
248,97.50884434,Speech,1649,1024,576,116.9191563,-0.175572425,,,12.49697936,-3.69E-05,45.78061659,0.028099389,11223.79204,-32.54280357,0.835119805,-0.007786525,75.546875,-0.245774371,73.59895833,-0.254913522,76.80729167,-0.284099843
1041,129.1992188,Speech,1246,1024,576,151.4111447,0.239314779,,,12.11625232,0.001863812,62.12912599,0.222393027,12350.94423,103.705185,0.852823666,0.005286696,143.34375,-0.026432292,141.8333333,-0.055729167,143.1979167,0.021614583
1724,129.1992188,Speech,1489,768,576,100.4743702,1.52432364,,,9.756571453,-0.048528259,74.84702977,0.467223583,3781.662514,-227.0678432,0.901686366,-0.010749417,103.4652778,0.540943287,103.0763889,0.538773148,117.2152778,0.834056713
916,95.703125,Music,1353,1024,576,104.6392723,-2.103911429,,,5.148943769,-0.157040203,50.31456416,0.235022583,14625.04769,72.73954286,0.460573966,0.004797955,2.666666667,-2.208688447,2.666666667,-2.235795455,0,-2.268347538
1018,120.1853198,Speech,941,1024,576,22.92630103,0.53851454,,,11.53943988,0.17045289,34.90733665,-0.128917203,5458.81191,-60.64601145,2.970855945,0.069319023,119.6614583,1.3578125,119.7447917,1.419270833,120.5260417,1.457118056
754,126.0480183,Music,1059,1024,576,103.0943731,0.798899931,,,12.40471285,0.005333811,39.27590904,-0.365277849,7535.947998,-61.7836902,2.996370514,0.060380509,125.796875,1.579963235,125.8489583,1.590992647,126.4583333,1.586703431
193,112.3471467,Music,1452,1024,576,131.8150024,-0.062171016,7.7082973,,12.51529468,0.004538229,53.03544997,-0.133603531,7183.168089,-35.41981055,0.752987805,-0.004789185,98.84895833,-0.162788121,95.43229167,-0.209884752,95.00520833,-0.17741578
1604,126.0480183,Speech,1794,1024,576,131.8712262,-0.132175489,,,12.38516898,-0.001281374,56.12322492,-0.068506656,5089.58259,-54.63059542,0.469512859,-0.002140939,73.45833333,-0.255747126,74.234375,-0.238685345,77.30208333,-0.216774425
478,129.1992188,Speech,1137,1024,576,112.358658,-0.043285229,,,11.77945532,-0.01156925,60.04398954,0.102638765,7069.042601,37.00517965,1.210178653,-0.000197083,100.6302083,-0.33275463,99.640625,-0.363859954,104.296875,-0.212673611
661,86.1328125,Speech,1507,1024,576,132.2629362,-0.002056096,,,10.19995027,-0.001562487,57.11595184,0.0126273,13594.35893,-38.99798016,0.578628592,-0.000146992,140.5052083,-0.01647534,141.5104167,-0.020089286,140.234375,-0.024766156
13,129.1992188,Music,901,1024,576,100.2034071,0.61464507,,,12.3211961,0.011708396,41.0508886,0.003727928,2632.297302,-54.46116134,1.633672971,-0.005627206,77.71354167,-0.266882184,77.52083333,-0.270474138,76.765625,-0.290768678
1634,143.5546875,Music,1411,1024,576,171.9802333,-0.063179348,,,12.45770784,-0.000337141,58.7782286,0.127449007,5037.39114,11.01677114,0.984427126,0.000930444,92.0625,0.039741848,86.88020833,-0.013473732,90.47916667,0.058537138
